file,Word_1_Pitch_Mean,Word_1_Pitch_Std,Word_1_Energy_Mean,Word_1_Energy_Std,Word_2_Pitch_Mean,Word_2_Pitch_Std,Word_2_Energy_Mean,Word_2_Energy_Std,Word_3_Pitch_Mean,Word_3_Pitch_Std,Word_3_Energy_Mean,Word_3_Energy_Std,Word_4_Pitch_Mean,Word_4_Pitch_Std,Word_4_Energy_Mean,Word_4_Energy_Std,Word_5_Pitch_Mean,Word_5_Pitch_Std,Word_5_Energy_Mean,Word_5_Energy_Std,Word_6_Pitch_Mean,Word_6_Pitch_Std,Word_6_Energy_Mean,Word_6_Energy_Std,Word_7_Pitch_Mean,Word_7_Pitch_Std,Word_7_Energy_Mean,Word_7_Energy_Std
03a01Fa.wav,147.0811677031624,8.726691087982722,0.12685146927833557,0.05229836702346802,152.44095708301973,16.040877787689833,0.11577135262389977,0.046801080306371055,157.80074646287707,23.355064487396945,0.10469123596946399,0.04130379358927409,163.1605358427344,30.669251187104056,0.09361111931502819,0.035806506872177124,168.5203252225917,37.98343788681117,0.0825310026605924,0.030309220155080162,173.88011460244905,45.297624586518275,0.07145088600615661,0.024811933437983196,179.23990398230637,52.61181128622539,0.06037076935172081,0.01931464672088623
03a01Nc.wav,126.2629859714009,28.81708646506419,0.12316006422042847,0.06035920977592468,126.2629859714009,28.81708646506419,0.12316006422042847,0.06035920977592468,126.2629859714009,28.81708646506419,0.12316006422042847,0.06035920977592468,126.2629859714009,28.81708646506419,0.12316006422042847,0.06035920977592468,126.2629859714009,28.81708646506419,0.12316006422042847,0.06035920977592468,126.2629859714009,28.81708646506419,0.12316006422042847,0.06035920977592468,126.2629859714009,28.81708646506419,0.12316006422042847,0.06035920977592468
03a01Wa.wav,198.49842747081505,32.778387429727495,0.1236066073179245,0.06107841432094574,198.49842747081505,32.778387429727495,0.1236066073179245,0.06107841432094574,198.49842747081505,32.778387429727495,0.1236066073179245,0.06107841432094574,198.49842747081505,32.778387429727495,0.1236066073179245,0.06107841432094574,198.49842747081505,32.778387429727495,0.1236066073179245,0.06107841432094574,198.49842747081505,32.778387429727495,0.1236066073179245,0.06107841432094574,198.49842747081505,32.778387429727495,0.1236066073179245,0.06107841432094574
03a02Fc.wav,269.233820701283,38.938045779556376,0.1311640441417694,0.04926878586411476,278.72021460603196,20.160002957121023,0.14740947633981705,0.06446158699691296,288.2066085107809,1.3819601346856711,0.16365490853786469,0.07965438812971115,144.10330425539044,0.6909800673428356,0.11837321147322655,0.05673443712294102,0.0,0.0,0.07309151440858841,0.03381448611617088,91.45296567665842,9.971071685356305,0.07962799444794655,0.042475439608097076,182.90593135331684,19.94214337071261,0.08616447448730469,0.05113639310002327
03a02Nc.wav,131.70071465889475,10.54629382440102,0.16996505856513977,0.06769530475139618,125.3969931034541,9.661614163859797,0.1583424061536789,0.06451930478215218,119.09327154801345,8.776934503318573,0.14671975374221802,0.06134330481290817,112.7895499925728,7.89225484277735,0.13509710133075714,0.05816730484366417,106.48582843713214,7.007575182236126,0.12347444891929626,0.054991304874420166,100.1821068816915,6.122895521694902,0.11185179650783539,0.05181530490517616,93.87838532625084,5.238215861153678,0.10022914409637451,0.04863930493593216
03a02Ta.wav,112.44484270908495,4.472996054362944,0.13855652511119843,0.06339429318904877,109.14999705449847,4.127016280730717,0.12642044574022293,0.057897718312839665,105.85515139991197,3.781036507098491,0.11428436636924744,0.05240114343663057,102.56030574532548,3.435056733466265,0.10214828699827194,0.04690456856042147,99.265460090739,3.0890769598340384,0.09001220762729645,0.04140799368421237,95.97061443615252,2.7430971862018123,0.07787612825632095,0.03591141880800327,92.67576878156602,2.3971174125695858,0.06574004888534546,0.030414843931794167
03a02Wb.wav,191.31099926751233,21.656585639824083,0.09412878751754761,0.0380200631916523,221.30046229003696,27.131224894101546,0.10133154690265656,0.044555265456438065,251.2899253125616,32.60586414837901,0.1085343062877655,0.05109046772122383,281.27938833508625,38.080503402656475,0.11573706567287445,0.0576256699860096,244.9611000303538,33.687873520235335,0.10439600795507431,0.058435638745625816,208.64281172562136,29.2952436378142,0.09305495023727417,0.05924560750524203,172.3245234208889,24.90261375539306,0.08171389251947403,0.060055576264858246
03a02Wc.wav,308.1607159363187,44.110549384701386,0.10876962542533875,0.05290041118860245,293.0161490169003,43.60018059225625,0.09860010010500748,0.04775655921548605,277.8715820974819,43.089811799811116,0.08843057478467624,0.04261270724236965,262.72701517806354,42.57944300736598,0.07826104946434498,0.037468855269253254,247.58244825864512,42.06907421492085,0.06809152414401373,0.032325003296136856,232.43788133922672,41.55870542247572,0.05792199882368247,0.02718115132302046,217.29331441980833,41.04833663003058,0.04775247350335121,0.02203729934990406
03a04Ad.wav,236.3818013210608,27.05468579029813,0.10831128805875778,0.05587431415915489,236.3818013210608,27.05468579029813,0.10831128805875778,0.05587431415915489,236.3818013210608,27.05468579029813,0.10831128805875778,0.05587431415915489,236.3818013210608,27.05468579029813,0.10831128805875778,0.05587431415915489,236.3818013210608,27.05468579029813,0.10831128805875778,0.05587431415915489,236.3818013210608,27.05468579029813,0.10831128805875778,0.05587431415915489,236.3818013210608,27.05468579029813,0.10831128805875778,0.05587431415915489
03a04Fd.wav,254.14979933661567,32.56865851889991,0.1438528597354889,0.08927025645971298,242.34246519547696,20.210730947290802,0.13852671533823013,0.0744790006428957,230.53513105433822,7.852803375681695,0.13320057094097137,0.059687744826078415,193.72911194272677,4.606202172878287,0.07761147897690535,0.029843873344361782,156.9230928311153,1.3596009700748795,0.022022387012839317,1.862645149230957e-09,136.31394704910952,1.0432040307440569,0.04588660504668951,0.014657260850071907,115.70480126710376,0.7268070914132344,0.0697508230805397,0.029314519837498665
