file,Syll_Pitch_1,Syll_Pitch_2,Syll_Pitch_3,Syll_Pitch_4,Syll_Pitch_5,Syll_Pitch_6,Syll_Pitch_7,Syll_Pitch_8,Syll_Pitch_9,Syll_Pitch_10,Syll_Pitch_11,Syll_Pitch_12,Syll_Pitch_13,Syll_Pitch_14,Syll_Pitch_15,Syll_Energy_1,Syll_Energy_2,Syll_Energy_3,Syll_Energy_4,Syll_Energy_5,Syll_Energy_6,Syll_Energy_7,Syll_Energy_8,Syll_Energy_9,Syll_Energy_10,Syll_Energy_11,Syll_Energy_12,Syll_Energy_13,Syll_Energy_14,Syll_Energy_15
03a01Fa.wav,0.0,0.13723699748516083,186.72539656185108,0.10247656011155673,28.72698408643862,0.10526562482118607,0.0,0.03455938478665693,0.0,0.04567754534738405,174.78578332170034,0.055059878421681266,116.52385554780022,0.03765516887818064,0.0,0.045417195186018944,109.89264664828298,0.058113520166703625,247.91210055287547,0.054271769044654715,265.3898348656834,0.06096730806997843,272.9198276881474,0.05006793114755833,19.643167243632835,0.0353939323020833,127.68058708361391,0.020814192697538866,0.0,0.002057477133348584
03a01Nc.wav,0.0,0.09550581872463226,0.0,0.0970769077539444,0.0,0.22224603593349457,225.81697521204018,0.09131165593862534,0.0,0.1015625074505806,198.27730691639883,0.11553510278463364,0.0,0.05719805881381035,0.0,0.09910581260919571,0.0,0.060889482498168945,0.0,0.09698809683322906,0.0,0.12651100754737854,0.0,0.07701099663972855,0.0,0.04143859073519707,117.44370071250232,0.0290422011166811,0.0,0.0026077309157699347
03a01Wa.wav,0.0,0.11086813360452652,216.7086417077735,0.13246600329875946,0.0,0.13632698357105255,305.95970645108355,0.052889350801706314,305.8767662573256,0.06220553442835808,0.0,0.023103728890419006,0.0,0.05581497773528099,0.0,0.09765270352363586,326.7852516950194,0.08223068714141846,0.0,0.030622124671936035,0.0,0.073136106133461,0.0,0.1341094821691513,0.0,0.12981000542640686,0.0,0.08118409663438797,0.0,0.0521750096231699
03a02Fc.wav,0.0,0.1607908308506012,343.75135928204986,0.07484145622168269,434.4098705616558,0.08826621408973422,432.09539906829707,0.1046229616871902,392.90353564383616,0.1392166635819844,349.36270275719284,0.12433872052601404,401.550449072734,0.10051635333469937,226.44649206156822,0.07723942585289478,168.9712467605397,0.11444729992321562,253.45687014080923,0.14593447531972606,0.0,0.06825659211192811,0.0,0.048525989454771754,38.105639403760385,0.035799697573695805,263.15336259055334,0.12313688599637579,216.5338905255388,0.023194141685962677
03a02Nc.wav,0.0,0.06430309265851974,150.5161271562586,0.11282499081322125,190.0456041044093,0.16740961372852325,121.4391356806654,0.16235951387456485,26.532760502185866,0.11060659374509538,172.46294326420815,0.18299550297004835,189.2729736503201,0.1644134670495987,95.34521685216384,0.13486482575535774,0.0,0.08292144523667438,0.0,0.004952760246981457,0.0,0.03994385838242512,0.0,0.07521460285144191,54.525560761893196,0.09812056911843164,99.9635280634709,0.0859988896575358,0.0,0.008085536770522594
03a02Ta.wav,0.0,0.012385784648358822,0.0,0.09816882686157312,0.0,0.10744095806564603,55.79180946421439,0.12404252961277962,133.90034271411452,0.16391107227121082,11.158361892842919,0.11396741228444238,110.27914457384513,0.14870738131659372,77.19540120169158,0.09577814489603043,0.0,0.04902156548840658,0.0,0.09705469770623107,0.0,0.023587764906031775,0.0,0.00829185947908887,0.0,0.021943522617220886,27.605250994581155,0.04521218288157666,128.82450464137918,0.05852467194199562
03a02Wb.wav,0.0,0.05059470236301422,0.0,0.0331803916820458,187.55266946066558,0.0751897378691605,112.53160167639945,0.08494217480931963,104.77383472472312,0.09973068748201641,174.62305787453863,0.09528876149228643,0.0,0.03137977900249611,0.0,0.1335088610649109,0.0,0.13319737996373857,0.0,0.09679743647575383,0.0,0.0633733229977744,0.0,0.056087788726602285,74.6866786576585,0.07638264234576903,224.06003597297644,0.09071306551673587,0.0,0.009835637174546719
03a02Wc.wav,0.0,0.08167347311973572,0.0,0.05299743052039828,327.2538193680819,0.05091129669121333,196.35229162084926,0.0664535281913621,0.0,0.07597075615610395,110.54589222126947,0.07240587047168187,388.7888240681314,0.07589254208973473,400.0580318302603,0.12365618348121643,57.15114740432307,0.0668469805802618,0.0,0.10929222511393677,0.0,0.10697594710758755,0.0,0.059668014624289084,0.0,0.024384929133313027,37.54292909566463,0.035535013037068505,262.8005036696534,0.03174798935651779
03a04Ad.wav,0.0,0.11897952854633331,261.5365323882255,0.14107561430760793,142.65629039357756,0.09913189922060286,129.79233715947993,0.08405550090329988,361.5536871804326,0.11594593844243459,351.29697441682123,0.08442303006138122,100.10415599536157,0.11138536993946349,174.6141157165019,0.13555201515555382,341.8699454583545,0.12136259887899672,322.3920774048347,0.05424244701862336,310.48839311897433,0.04260382056236268,110.11574531613641,0.06107747820871215,0.0,0.0700362218277795,61.673668187046026,0.06234030319111689,287.81045153954915,0.046246469020843506
03a04Fd.wav,0.0,0.092979297041893,0.0,0.1605251080223492,337.8975333183961,0.09512663526194436,84.47438332959905,0.03361452543841942,0.0,0.14240249299577307,0.0,0.16622927359172274,176.53606546374573,0.11797548617635456,154.46905728077758,0.11091842129826546,134.57091331826499,0.08341218052165847,201.85636997739718,0.01772002795977251,69.13670624453025,0.01802740139620647,190.1259421724574,0.04181082679757052,24.342310145812757,0.055394352014575696,158.22501594778353,0.03634643536393665,0.0,0.0016769033391028643
