file,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13
03a01Fa.wav,-99.79845787947944,-2.738965604231037,-2.84426448258254,9.924571791804134,-3.926847236990053,-0.108771149213036,-19.44203113106684,-2.5246815311457858,-11.291207205873835,2.6288670905393228,-14.091622516119934,-0.8149528924713132,-5.982804992396274,19.79889430865511,20.70796961036651,19.497513209548703,19.687344864070237,15.761584806039489,20.714498260788517,21.003466537128443,15.093125030259497,22.443758320094528,25.63303785600551,16.17851573489139,17.348545770438065,15.34208260850522
03a01Nc.wav,-99.44542656846816,8.007607444935445,-8.412934577260685,12.848409001217496,-4.478451126736321,0.9947690235613242,-14.38668635480586,-14.081440379504937,-5.476763138819856,11.096679905241192,-3.479724095771327,4.4651674747912,-11.771037238094667,22.484574509671784,23.18258414774252,16.556298775709195,20.33176704112348,15.983058009942908,13.119212243077738,22.04049611747616,23.23293016120064,23.159357117081814,19.820235076721293,19.34534183103718,15.497638115452023,19.366124762093055
03a01Wa.wav,-94.2436110462138,-6.918902181010587,-17.619167063084525,6.265728799348994,-9.796907848503066,0.2241109629506511,-16.752051068298584,-12.866293143503617,-13.261411950929867,-1.9290904929680437,-11.3683922420294,-2.571604173919051,-7.827344220818758,24.4752646409979,19.27886840074773,23.03539995882211,20.34737241992655,18.715551523182405,22.850538092231023,20.563886754213858,19.50187379877404,27.284515655579018,25.765105886113503,15.322814622222834,18.17767131138366,19.1501322613636
03a02Fc.wav,-96.34348957898624,-7.743163842898472,-3.8307601692447593,3.7715317456495394,-2.9688633686887926,-1.2769945838068224,-14.288656914027513,-10.866564114102218,-19.889999665487085,-10.831364803931956,-13.026905294327896,-10.231034316842187,-17.153853239391328,20.17374885469308,15.387559502182052,14.81838093046856,23.736584148947514,20.043191340179472,23.11899323750589,22.25313521189212,21.35769093190118,21.968418398324125,22.02478905596645,15.29286694702654,20.20626496259393,19.967222787132783
03a02Nc.wav,-96.43552073801555,6.056547781502324,-2.2473971801469106,20.013984124227,-0.811773127115934,3.9597062962652623,-10.594514720224833,-12.60706163470592,-9.995752862874026,4.651481536481372,-5.743325200677793,4.680734548960244,-9.009885781432258,20.95334652462296,22.4258772665505,17.731842923004237,27.884385478584942,20.08368314616426,15.924431929619011,21.178678378938084,18.186095310868584,18.189724327180272,19.45885869720028,17.097892519335666,15.763026796958902,19.999290736857173
03a02Ta.wav,-96.13873364669656,-1.7035587653040298,2.739720998165638,14.109223922075804,-4.327889384919799,8.627263300378292,-8.445889120092177,-4.8082131104394525,-9.670514062724816,0.6861602105743643,2.558646224265157,-5.144076250360873,-0.5831568917434184,18.23190191492738,23.83304314118188,12.337221484332304,27.34284071603691,18.564504206061503,12.074025566413376,20.482152134774186,14.761750371996476,17.321691320782016,17.07223035109633,14.633745358713814,14.9857476929637,16.70874738676963
03a02Wb.wav,-93.60204217162398,-12.221916035884483,-6.14939467172707,9.56962285476846,-3.863361009174378,2.963157616147441,-6.8685620613532254,-12.56059549370563,-28.43338243773648,-4.133887310900465,-8.15481363471873,-8.080342121966698,-9.901119097686433,21.89952054872785,19.09487737805312,18.961802530883908,26.02929517153196,22.95371000410781,22.39265419214875,16.06972276447643,18.632566601295554,24.74059793663476,20.20854662629096,19.029503728899588,14.450112223638875,16.84317472011162
03a02Wc.wav,-97.39302922287447,-7.667742515797786,-17.978080220491947,8.030779676613465,-8.300004151883194,-0.2975926228609882,-16.986270166299697,-16.23190881504342,-28.13791038667244,-9.643700953703428,-2.430798757677336,-7.25190467669383,-20.519654353165627,23.2360785680607,16.167394502257572,20.79511318771908,20.456214039600493,23.90147659688413,25.9594191498511,20.13385615513733,16.01203692495448,20.68588284977783,19.975339893404296,13.576662077107956,15.050264120793626,23.96216636862029
03a04Ad.wav,-89.75828114128139,-9.744763628310182,-7.097467679066651,-0.6234181929394595,-6.811072218504378,-0.4257733042970282,-16.83272395290083,-7.026631588940226,-22.3206031427298,-5.13371645142569,-13.305268469532102,-12.884656604963116,-9.260536310302848,18.61871728945817,19.541040523834983,16.76366109116109,21.00535772585953,13.532986502068718,16.57806134551913,21.724472158343577,15.925499549569526,21.973433621992385,22.973352644266647,15.785430668586,16.859835867856557,15.648762917700518
03a04Fd.wav,-101.2794531157631,-1.5386598819406934,-9.996875350568445,3.056196963809609,-8.567796109028418,-1.688635371088695,-17.76230755036975,-4.472270867756611,-10.308329604743138,1.0721931167231542,-6.473615611296153,-5.142876898008039,-7.707390876078312,22.90519341877879,20.413491383922217,20.503425521752973,25.81018727782635,18.67743443267538,21.642227625228976,22.93341602979801,17.813962863304454,19.31756542256374,19.82700014563869,17.835996825293297,16.387141259836675,18.82810285266786
03a04Lc.wav,-95.61906524751116,10.938266075876074,-3.080814315684821,12.129915709488372,-12.9835164135203,5.009634122090163,-19.29418781832852,-13.84167393491961,-1.7833972355043022,4.058141030704611,-4.838780965734018,1.8397342579478144,-7.102778386628866,17.738438824856416,22.48152553523459,18.18863371488981,21.29717390100924,19.543366521244025,18.741735893253043,19.289040109920855,17.4841120512746,20.120720159849014,19.35077731815186,15.940809858792573,19.2042600886623,18.597050808924987
